site,datetime,q,log(no3),var(log(no3)),log(ssc),var(log(ssc)),log(total_p),var(log(total_p))
03346500,2018-01-06,61.3,-0.7423542990996557,0.14455601640975527,1.9860269966799253,0.3715828583637919,-2.7326549619267575,0.11656610468185806
03346500,2018-01-07,59.4,-1.1441849037354814,0.2866272837724795,2.3427770807536183,0.29288641301479496,-2.584818196468625,0.1048230575409364
03346500,2018-01-08,56.4,-1.1985247832899149,0.28158934701657834,2.4424972820199886,0.2785731081702449,-2.5682087947278274,0.09479050255973781
03346500,2018-01-09,56.4,-0.830145226579608,0.14632616968260598,2.1371694384079367,0.3800493808765005,-2.69608652577788,0.11514309395477772
03346500,2018-01-10,60.0,-0.8248110525230254,0.14457497055279947,2.1866005535040975,0.36794450696287007,-2.6947334956270685,0.12040834535298431
03346500,2018-01-11,71.4,-0.8166303152472898,0.14766116942453045,2.575288095705554,0.6504526213397969,-2.5119363154619916,0.12597316653242727
03346500,2018-01-12,114.0,-1.0114091549462831,0.17455096645560517,4.117352907962904,0.35988224415519304,-1.6671267814956685,0.12199041406916372
03346500,2018-01-13,140.0,-0.756853219055151,0.21570180317588566,3.8367196017193708,0.44064378382742575,-1.7668082914537557,0.15010854215708927
03346500,2018-01-14,116.0,-0.5610762596227551,0.15814133961932073,3.291712918411077,0.44085202121825334,-2.0889965346242896,0.13620016884292938
03346500,2018-01-15,97.6,-0.7059870981266382,0.17462757631907647,3.139030023357239,0.42851628801540864,-2.188695999812202,0.14472155577656046
03346500,2018-01-16,88.8,-0.776360350122769,0.15536137161314792,2.7155750549650652,0.48255035926896966,-2.5122564503824414,0.13291905147319757
03346500,2018-01-17,83.9,-0.8241430223636395,0.17958587699238168,2.5097671428001123,0.4796740029561172,-2.6598732134970557,0.14065194693756283
03346500,2018-01-18,81.6,-0.7601996606499339,0.15129685699184364,2.3870864409733668,0.5092340941704289,-2.7067985208530767,0.12686189462984787
03346500,2018-01-19,79.1,-0.7493527238726082,0.15852758762241304,2.3648608562998605,0.5121884328379143,-2.7477494121697443,0.1305473381847228
03346500,2018-01-20,82.5,-0.6721373077860274,0.13885279060198322,2.3318454859745787,0.42594408116878,-2.7514311561565648,0.1167418781926721
03346500,2018-01-21,122.0,-0.43157374934530857,0.11995656139307576,2.421323250372834,0.32775623371290824,-2.6878776702513263,0.10432302536197881
03346500,2018-01-22,473.0,-0.0666107271571391,0.09067918031165673,4.5692657638527985,0.27254901726592473,-1.382363531007521,0.0956828590040354
03346500,2018-01-23,2080.0,0.5610131089854538,0.051121964661689605,5.850493091739556,0.275422373390258,-0.7430331564083281,0.09120751154527468
03346500,2018-01-24,3430.0,1.0559364518230305,0.023923871555975338,6.530586103605525,0.36000401557001976,-0.354253110271029,0.10947700721578052
03346500,2018-01-25,1640.0,0.8229253718387486,0.04163768489809176,5.866705302545788,0.28617524874806655,-0.6827963378004803,0.12958841807024196
03346500,2018-01-26,1000.0,0.7001158792282556,0.06462403409425553,5.379112922249958,0.250279013975183,-0.8980800658152699,0.11030488960228586
03346500,2018-01-27,820.0,0.6332132055747204,0.06408969607671715,4.978892659823595,0.20916551002988237,-1.1536124882556567,0.0885139891515632
03346500,2018-01-28,854.0,0.6604150286109178,0.057904175694343876,4.656261386965724,0.20271908985557724,-1.3725411914064776,0.07700552328429314
03346500,2018-01-29,714.0,0.5228835432358421,0.057565150829325354,4.363178063608877,0.17357749616151139,-1.5777046850028065,0.07353732466870427
03346500,2018-01-30,565.0,0.44372135810279145,0.06334354584916813,3.9658323906523436,0.19332890080045415,-1.849512491119647,0.08622361884235066
03346500,2018-01-31,457.0,0.34107737484664874,0.0751257842197592,3.665253586401791,0.198044705558654,-2.0662448716073762,0.06873756410591031
03346500,2018-02-01,404.0,0.20768986870984182,0.08049205717686042,3.458094716562239,0.20604585401097425,-2.1911393643080834,0.0687772993353649
03346500,2018-02-02,332.0,0.20445345501030854,0.08959502569843261,3.1522563198842004,0.2223920755266391,-2.348605131641867,0.08984769055880744
03346500,2018-02-03,253.0,0.14464832412683382,0.09928033949890579,2.920162285338032,0.2849229863917133,-2.537778216624328,0.09999739049244923
03346500,2018-02-04,223.0,0.07745636141191546,0.11008733808470475,2.955312417842133,0.2568494109294831,-2.4891333341614112,0.09075689541185054
03346500,2018-02-05,204.0,0.04362459585129214,0.09479725398131532,2.7202688290867187,0.3083224074033464,-2.6403854259480024,0.10184392629096155
03346500,2018-02-06,191.0,0.0356065042731285,0.10550932034072136,2.575351803350632,0.28168705018245815,-2.7192192869382175,0.09468871753510938
03346500,2018-02-07,180.0,0.04044921103382978,0.0971317011319213,2.406346034350201,0.26784259222563905,-2.760166158957182,0.08792946984837101
03346500,2018-02-08,171.0,-0.009948459981775314,0.10951080622997825,2.4161170681007644,0.2662278489133578,-2.8106695744762615,0.08932273202208767
03346500,2018-02-09,164.0,0.028529600892061312,0.11007270062322862,2.3873668329309248,0.2780348015181299,-2.8035995075424647,0.0784550791586356
03346500,2018-02-10,159.0,-0.009742019200490037,0.13191745549883632,2.4048765243384165,0.252084271646204,-2.786839638005134,0.09497034951158233
03346500,2018-02-11,157.0,0.03385472717388029,0.11250431878682136,2.4749352568721603,0.26278461157621036,-2.775718171213165,0.08931599955956032
03346500,2018-02-12,154.0,0.10321096076478803,0.10376446144062375,2.353050113714376,0.25431401680681043,-2.816677763655296,0.08319957348721266
03346500,2018-02-13,154.0,0.16118173049127213,0.10618044349563882,2.283268875287145,0.2666813508868289,-2.8464506918709676,0.08974172715030115
03346500,2018-02-14,162.0,0.1541126681334052,0.09722530785921843,2.7459596129828117,0.2000343326448544,-2.6052227058388104,0.08156886249345105
03346500,2018-02-15,205.0,0.17547330784121143,0.09672124946275724,3.158927123364684,0.19256654307559753,-2.3305152482526763,0.0770207047387515
03346500,2018-02-16,693.0,0.662687973075241,1.6874227800743206e-29,6.126869184114185,0.0,-1.3093333199837862,5.750795999061176e-28
03346500,2018-02-17,1310.0,0.5426738960394508,0.05982942263792006,5.695782576593585,0.16954744460789134,-0.8442957515251859,0.08461179847097221
03346500,2018-02-18,1120.0,0.5022636693238692,0.061549010373673343,5.137570993557695,0.1645645583825211,-1.2373066632271466,0.07786340140908522
03346500,2018-02-19,773.0,0.3868296086489954,0.07357186090082933,4.891016005067621,0.1918922100008859,-1.4090848236991733,0.08665814023966899
03346500,2018-02-20,594.0,0.18326449326415864,0.09273026390888542,4.9402379834823265,0.19224560530998064,-1.3333616107189716,0.08591235438368844
03346500,2018-02-21,1600.0,0.34184815983291533,0.06703140821192988,5.632156477973055,0.17082288041438873,-0.9597119132777983,0.08009364923702879
03346500,2018-02-22,7270.0,0.18232155679395617,2.5029385557256517e-30,7.02108396428931,2.877843468336773e-26,-0.22314355131421493,2.7228027181768986e-29
03346500,2018-02-23,9610.0,0.8589245765777487,0.03289930591753489,6.756494066925264,0.16792805603054625,-0.4348438560053452,0.07638744318578383
03346500,2018-02-24,10200.0,1.2309378833467068,0.015970414719240697,6.267664660008914,0.17862624440234934,-0.6528374526068734,0.0694772902391134
03346500,2018-02-25,11900.0,0.7873053842794309,0.041908278055503456,6.453388340778689,0.18445800187232295,-0.6427536257675585,0.07866615662268642
03346500,2018-02-26,14200.0,0.02714103188731522,0.10747577135141025,5.976632561320489,0.19354685757456339,-0.912908862318725,0.07813466777765098
03346500,2018-02-27,16200.0,-0.02181797011948522,0.10060153444696204,5.932568682002979,0.2176609046294352,-0.9561776053590408,0.08131080320390344
03346500,2018-02-28,18300.0,0.3824200887238368,0.05825010975469264,5.8656195289476365,0.19582620115275115,-0.999884383570041,0.08539961698920258
03346500,2018-03-01,20000.0,0.7817987538201358,0.03700452613525701,5.775318057855301,0.19256843352047806,-1.0456089357819056,0.08543169001269008
03346500,2018-03-02,19400.0,1.059409143282346,0.019554893208413315,5.586082697042486,0.22305362623058364,-1.0882673703593855,0.08901047520008261
03346500,2018-03-03,16600.0,1.186299562793759,0.015756323945590105,5.532241095022835,0.22347472229401316,-1.1497234987772627,0.09138161304561716
03346500,2018-03-04,11800.0,1.2721296171253207,0.01427303561609726,5.510443757513882,0.2281483092677525,-1.0672290409742045,0.09304929902624992
03346500,2018-03-05,8570.0,1.397730019699092,0.011062780586224763,5.466619307525086,0.21806864938500475,-1.1340190910531849,0.08584114694208331
03346500,2018-03-06,6540.0,1.5680325891685232,0.00871383556856188,5.181243733564279,0.21174945400525386,-1.2742735273317292,0.07463434807527511
03346500,2018-03-07,5280.0,1.530375158035366,0.008690357118079707,4.952373064662524,0.21777468871647773,-1.431260447664808,0.08642804103864046
03346500,2018-03-08,4290.0,1.4675071870455172,0.011221058114647573,4.721488323910899,0.20149573742318672,-1.607963702021989,0.07552534331817834
03346500,2018-03-09,3390.0,1.506619898230559,0.009397239783231067,4.376456670016254,0.21422354198211,-1.7662486996102034,0.07820198179862814
03346500,2018-03-10,2680.0,1.5603443614536807,0.008108272475392291,4.084840826104222,0.20667761877462076,-1.9677541008910515,0.07935833087353178
03346500,2018-03-11,2100.0,1.5762410889545366,0.008413615277993143,3.817913244483111,0.1907109604350652,-2.085526286774304,0.07936563498191648
03346500,2018-03-12,1640.0,1.5494140147314412,0.008281657666503841,3.6727882553543596,0.20112633986503853,-2.1514460581220716,0.06196259644362634
03346500,2018-03-13,1370.0,1.5163082328354807,0.008885862425219009,3.431777831533393,0.1832943272145945,-2.2720867134852147,0.07010710847634563
03346500,2018-03-14,1150.0,1.4861019781612521,0.01150420123276938,3.4105289974687554,0.21164056919104796,-2.2740468578132225,0.07519835436946966
03346500,2018-03-15,974.0,1.4484321933907789,0.010573591037251667,3.5576227178810633,0.19137283044222844,-2.169780894613192,0.07995386902261879
03346500,2018-03-16,885.0,1.5686159179138182,7.338378570818462e-28,3.6635616461295633,6.89641924866839e-27,-2.2072749131896887,1.0223637331664313e-27
03346500,2018-03-17,839.0,1.3371457205772763,0.0126278303781677,3.670106157405011,0.1664209875426628,-2.2542551445646595,0.07482093765041128
03346500,2018-03-18,838.0,1.3040118368328777,0.01487992330735294,3.785750709064428,0.18619330345486318,-2.2347908979154028,0.07829953037133107
03346500,2018-03-19,835.0,1.2326159313567973,0.016664456030114343,3.8137986173126532,0.19275350136324365,-2.216384985748067,0.06473084138803527
03346500,2018-03-20,829.0,1.1051573002799586,0.020140030103172234,3.8903859918685852,0.17739194576529166,-2.2456696919395336,0.08462599289290282
03346500,2018-03-21,829.0,1.0898778695684546,0.024324941239018006,3.7284016090309944,0.19819887105789746,-2.3670083281772185,0.08601191076285632
03346500,2018-03-22,849.0,1.0694770317279425,0.021784710092969558,3.6832608297650227,0.18011694007547113,-2.42471449761351,0.08256713119114623
03346500,2018-03-23,881.0,1.021751357761389,0.021772505104252823,3.7980987656618743,0.20326483594728534,-2.389289028211826,0.08664803589932552
03346500,2018-03-24,1550.0,0.7716507533057602,0.037782904619580886,5.778705601050106,0.18333754740237287,-1.2518592225755114,0.08240384349554353
03346500,2018-03-25,5290.0,0.858311831502457,0.028142295316551765,6.18990253595306,0.170760393666401,-0.9548444965748585,0.06709666836147662
03346500,2018-03-26,7130.0,0.3293037471426029,6.807006795442246e-30,6.7753660909365205,1.6585800532271773e-26,-0.328504066972034,4.44966854351227e-30
03346500,2018-03-27,6950.0,0.7923303557445951,0.03670146148853867,6.196883240260411,0.20834274027199978,-0.9768176414689044,0.06653097395425654
03346500,2018-03-28,9490.0,0.4446858212614425,1.0366125332669858e-29,6.6385677891666335,1.27235375403097e-26,-0.28768207245178545,2.0719924713695638e-29
03346500,2018-03-29,11300.0,0.31458107408086583,0.07955777531727332,6.339302622613273,0.21005041114248804,-0.9427971255375125,0.08553244971378064
03346500,2018-03-30,15700.0,0.22739289410659236,0.07667438950358564,6.036504087446931,0.2016441278531385,-1.1330216650769798,0.0790855725820821
03346500,2018-03-31,20500.0,0.17739478482177115,0.08581790414781988,5.957519296052095,0.20749334824051094,-1.2274419551200526,0.08992096218824024
03346500,2018-04-01,21500.0,0.35332170734208523,0.06304549380726647,5.850060573887146,0.23531415834044,-1.2776534190830156,0.09177385428929358
03346500,2018-04-02,20400.0,0.650871104343171,0.046319244768062144,5.777453086863176,0.2165160403445177,-1.315319960335314,0.08363442430415977
